000940|上海|宝山区|
464445|河南|信阳|
464446|河南|信阳|
465111|河南|信阳|
465112|河南|信阳|
465113|河南|信阳|
465114|河南|信阳|
465115|河南|信阳|
465116|河南|信阳|
465117|河南|信阳|
465118|河南|信阳|
465121|河南|信阳|
465122|河南|信阳|
465123|河南|信阳|
465124|河南|信阳|
465125|河南|信阳|
465126|河南|信阳|
465127|河南|信阳|
465131|河南|信阳|
465132|河南|信阳|
465141|河南|信阳|
465150|河南|信阳|
465152|河南|信阳|
465211|河南|信阳|
465212|河南|信阳|
465213|河南|信阳|
465214|河南|信阳|
465215|河南|信阳|
465216|河南|信阳|
465221|河南|信阳|
465222|河南|信阳|
465223|河南|信阳|
465224|河南|信阳|
465225|河南|信阳|
465226|河南|信阳|
465227|河南|信阳|
465228|河南|信阳|
465231|河南|信阳|
465232|河南|信阳|
465233|河南|信阳|
465234|河南|信阳|
465235|河南|信阳|
465236|河南|信阳|
465237|河南|信阳|
465241|河南|信阳|
465243|河南|信阳|
465244|河南|信阳|
465245|河南|信阳|
465250|河南|信阳|
465311|河南|信阳|
465312|河南|信阳|
465313|河南|信阳|
465314|河南|信阳|
465315|河南|信阳|
465316|河南|信阳|
465321|河南|信阳|
465322|河南|信阳|
465323|河南|信阳|
465324|河南|信阳|
465331|河南|信阳|
465332|河南|信阳|
465333|河南|信阳|
465334|河南|信阳|
465335|河南|信阳|
465341|河南|信阳|
465342|河南|信阳|
465344|河南|信阳|
465345|河南|信阳|
465350|河南|信阳|
465421|河南|信阳|
465422|河南|信阳|
465423|河南|信阳|
465424|河南|信阳|
465425|河南|信阳|
465426|河南|信阳|
465431|河南|信阳|
465432|河南|信阳|
465433|河南|信阳|
465434|河南|信阳|
465435|河南|信阳|
465436|河南|信阳|
465437|河南|信阳|
465438|河南|信阳|
465441|河南|信阳|
465442|河南|信阳|
465443|河南|信阳|
465444|河南|信阳|
465450|河南|信阳|
465511|河南|信阳|
465512|河南|信阳|
465513|河南|信阳|
465514|河南|信阳|
465521|河南|信阳|
465522|河南|信阳|
465523|河南|信阳|
465531|河南|信阳|
465532|河南|信阳|
465533|河南|信阳|
465541|河南|信阳|
465542|河南|信阳|
465543|河南|信阳|
465544|河南|信阳|
465545|河南|信阳|
465550|河南|信阳|
466000|河南|周口|
466001|河南|周口|
466002|河南|周口|
466100|河南|周口|
466111|河南|周口|
466112|河南|周口|
466113|河南|周口|
466121|河南|周口|
466122|河南|周口|
466123|河南|周口|
466124|河南|周口|
466125|河南|周口|
466131|河南|周口|
466132|河南|周口|
466133|河南|周口|
466134|河南|周口|
466135|河南|周口|
466141|河南|周口|
466142|河南|周口|
466143|河南|周口|
466144|河南|周口|
466145|河南|周口|
466200|河南|周口|
466221|河南|周口|
466222|河南|周口|
466223|河南|周口|
466224|河南|周口|
466225|河南|周口|
466226|河南|周口|
466231|河南|周口|
466232|河南|周口|
466233|河南|周口|
466234|河南|周口|
466235|河南|周口|
466236|河南|周口|
466237|河南|周口|
466238|河南|周口|
466281|河南|项城|
466300|河南|周口|
466301|河南|周口|
466302|河南|周口|
466303|河南|周口|
466311|河南|周口|
466312|河南|周口|
466313|河南|周口|
466314|河南|周口|
466315|河南|周口|
466321|河南|周口|
466322|河南|周口|
466323|河南|沈丘县|
466324|河南|周口|
466325|河南|周口|
466326|河南|周口|
466331|河南|周口|
466332|河南|周口|
466333|河南|周口|
466334|河南|周口|
466335|河南|周口|
466336|河南|周口|
466337|河南|周口|
466600|河南|周口|
466601|河南|周口|
466603|河南|周口|
466604|河南|周口|
466611|河南|周口|
466612|河南|周口|
466613|河南|周口|
466614|河南|周口|
466621|河南|周口|
466622|河南|周口|
466623|河南|周口|
466624|河南|周口|
466631|河南|周口|
466632|河南|周口|
466633|河南|周口|
466634|河南|周口|
466635|河南|周口|
466636|河南|周口|
466641|河南|周口|
466642|河南|周口|
466700|河南|周口|
466711|河南|周口|
466712|河南|周口|
466713|河南|周口|
466714|河南|周口|
466715|河南|周口|
466716|河南|周口|
466721|河南|周口|
466722|河南|周口|
466723|河南|周口|
466724|河南|周口|
466725|河南|周口|
466731|河南|周口|
466732|河南|周口|
466733|河南|周口|
466734|河南|周口|
466741|河南|周口|
466742|河南|周口|
467000|河南|平顶山|
467001|河南|平顶山|
467011|河南|平顶山|
467012|河南|平顶山|
467013|河南|平顶山|
467021|河南|平顶山|
467031|河南|平顶山|
467032|河南|平顶山|
467041|河南|平顶山|
467042|河南|平顶山|
467043|河南|平顶山|
467044|河南|平顶山|
467045|河南|平顶山|
467046|河南|平顶山|
467047|河南|平顶山|
467091|河南|平顶山|
467092|河南|平顶山|
467093|河南|平顶山|
467098|河南|平顶山|
467100|河南|平顶山|
467112|河南|平顶山|
467113|河南|平顶山|
467121|河南|平顶山|
467122|河南|平顶山|
467123|河南|平顶山|
467124|河南|平顶山|
467141|河南|郏县|
467142|河南|平顶山|
467143|河南|平顶山|
467144|河南|平顶山|
467200|河南|平顶山|
467211|河南|平顶山|
467212|河南|平顶山|
467213|河南|平顶山|
467214|河南|平顶山|
467215|河南|平顶山|
467221|河南|平顶山|
467222|河南|平顶山|
467223|河南|平顶山|
467224|河南|平顶山|
467225|河南|平顶山|
467226|河南|叶县|
467231|河南|平顶山|
467232|河南|平顶山|
467233|河南|平顶山|
467241|河南|平顶山|
467242|河南|平顶山|
467300|河南|平顶山|
467311|河南|平顶山|
467312|河南|平顶山|
467321|河南|平顶山|
467322|河南|平顶山|
467323|河南|平顶山|
467324|河南|平顶山|
467331|河南|平顶山|
467332|河南|鲁山县|
467333|河南|鲁山县|
467334|河南|鲁山县|
467335|河南|平顶山|
467336|河南|平顶山|
467341|河南|平顶山|
467342|河南|鲁山县|
467343|河南|平顶山|
467344|河南|平顶山|
467345|河南|平顶山|
467346|河南|平顶山|
467347|河南|鲁山县|
467400|河南|平顶山|
467411|河南|平顶山|
467460|河南|平顶山|
467471|河南|平顶山|
467472|河南|平顶山|
467481|河南|平顶山|
467491|河南|平顶山|
467492|河南|平顶山|
467494|河南|平顶山|
467495|河南|平顶山|
467500|河南|平顶山|
467511|河南|平顶山|
467512|河南|平顶山|
467521|河南|平顶山|
467522|河南|平顶山|
467523|河南|平顶山|
467531|河南|平顶山|
467532|河南|平顶山|
467533|河南|汝州|
467534|河南|平顶山|
467535|河南|平顶山|
467541|河南|平顶山|
467542|河南|平顶山|
467543|河南|平顶山|
467544|河南|平顶山|
470004|河南|开封|
471000|河南|洛阳|
471001|河南|洛阳|
471002|河南|洛阳|
471003|河南|洛阳|
471011|河南|洛阳|
471012|河南|洛阳|
471013|河南|洛阳|
471021|河南|洛阳|
471022|河南|洛阳|
471023|河南|洛阳|
471031|河南|洛阳|
471041|河南|洛阳|
471100|河南|洛阳|
471111|河南|洛阳|
471112|河南|洛阳|
471121|河南|洛阳|
471122|河南|洛阳|
471123|河南|洛阳|
471125|河南|洛阳|
471131|河南|洛阳|
471132|河南|洛阳|
471133|河南|洛阳|
471141|河南|洛阳|
471142|河南|洛阳|
471143|河南|洛阳|
471144|河南|孟津县|
471200|河南|洛阳|
471201|河南|洛阳|
471211|河南|洛阳|
471212|河南|洛阳|
471221|河南|洛阳|
471222|河南|洛阳|
471231|河南|洛阳|
471232|河南|洛阳|
471233|河南|洛阳|
471234|河南|洛阳|
471241|河南|洛阳|
471300|河南|洛阳|
471311|河南|洛阳|
471312|河南|洛阳|
471313|河南|洛阳|
471314|河南|洛阳|
471321|河南|洛阳|
471322|河南|洛阳|
471323|河南|洛阳|
471324|河南|洛阳|
471325|河南|洛阳|
471331|河南|洛阳|
471332|河南|洛阳|
471333|河南|洛阳|
471341|河南|洛阳|
471342|河南|洛阳|
471400|河南|洛阳|
471401|河南|洛阳|
471411|河南|洛阳|
471412|河南|洛阳|
471421|河南|洛阳|
471432|河南|洛阳|
471433|河南|洛阳|
471434|河南|洛阳|
471435|河南|洛阳|
471500|河南|洛阳|
471501|河南|栾川县|
471511|河南|洛阳|
471512|河南|洛阳|
471513|河南|洛阳|
471514|河南|洛阳|
471521|河南|洛阳|
471531|河南|洛阳|
471532|河南|洛阳|
471533|河南|洛阳|
471541|河南|洛阳|
471542|河南|洛阳|
471543|河南|洛阳|
471544|河南|洛阳|
471545|河南|洛阳|
471600|河南|洛阳|
471601|河南|洛阳|
471611|河南|洛阳|
471621|河南|洛阳|
471631|河南|洛阳|
471632|河南|洛阳|
471633|河南|洛阳|
471641|河南|洛阳|
471642|河南|洛阳|
471643|河南|洛阳|
471700|河南|洛阳|
471701|河南|洛宁县|
471711|河南|洛阳|
471721|河南|洛阳|
471731|河南|洛宁县|
471732|河南|洛宁县|
471741|河南|洛阳|
471800|河南|洛阳|
471811|河南|洛阳|
471812|河南|洛阳|
471814|河南|洛阳|
471821|河南|洛阳|
471822|河南|洛阳|
471823|河南|洛阳|
471832|河南|洛阳|
471841|河南|洛阳|
471842|河南|洛阳|
471844|河南|洛阳|
471845|河南|洛阳|
471900|河南|洛阳|
471911|河南|洛阳|
471921|河南|洛阳|
471922|河南|洛阳|
471923|河南|洛阳|
471924|河南|洛阳|
471925|河南|洛阳|
471931|河南|洛阳|
471932|河南|洛阳|
471933|河南|洛阳|
471934|河南|洛阳|
471935|河南|洛阳|
471941|河南|洛阳|
471942|河南|洛阳|
471943|河南|洛阳|
471944|河南|洛阳|
472000|河南|三门峡|
472011|河南|三门峡|
472012|河南|三门峡|
472021|河南|三门峡|
472022|河南|三门峡|
472100|河南|三门峡|
472121|河南|三门峡|
472122|河南|三门峡|
472123|河南|三门峡|
472131|河南|三门峡|
472132|河南|三门峡|
472133|河南|三门峡|
472134|河南|三门峡|
472135|河南|三门峡|
472141|河南|三门峡|
472142|河南|三门峡|
472143|河南|三门峡|
472200|河南|三门峡|
472211|河南|三门峡|
472221|河南|三门峡|
472222|河南|三门峡|
472223|河南|三门峡|
472231|河南|三门峡|
472232|河南|三门峡|
472233|河南|三门峡|
472234|河南|三门峡|
472235|河南|三门峡|
472241|河南|三门峡|
472242|河南|三门峡|
472243|河南|三门峡|
472244|河南|三门峡|
472245|河南|三门峡|
472300|河南|三门峡|
472301|河南|三门峡|
472302|河南|三门峡|
472303|河南|义马|
472400|河南|三门峡|
472411|河南|三门峡|
472412|河南|三门峡|
472421|河南|渑池县|
472422|河南|三门峡|
472431|河南|三门峡|
472432|河南|渑池县|
472433|河南|三门峡|
472434|河南|三门峡|
472435|河南|三门峡|
472441|河南|渑池县|
472442|河南|渑池县|
472444|河南|三门峡|
472445|河南|三门峡|
472455|河南|三门峡|
472500|河南|三门峡|
472501|河南|三门峡|
472511|河南|三门峡|
472521|河南|三门峡|
472522|河南|三门峡|
472531|河南|三门峡|
472532|河南|三门峡|
472533|河南|三门峡|
472541|河南|三门峡|
472542|河南|三门峡|
473000|河南|南阳|
473001|河南|南阳|
473002|河南|南阳|
473003|河南|南阳|
473004|河南|南阳|
473005|河南|南阳|
473006|河南|南阳|
473007|河南|南阳|
473008|河南|南阳|
473009|河南|南阳|
473011|河南|南阳|
473012|河南|南阳|
473013|河南|南阳|
473014|河南|南阳|
473017|河南|南阳|
473021|河南|南阳|
473022|河南|南阳|
473023|河南|南阳|
473024|河南|南阳|
473026|河南|南阳|
473031|河南|南阳|
473032|河南|南阳|
473033|河南|南阳|
473034|河南|南阳|
473035|河南|南阳|
473036|河南|南阳|
473037|河南|南阳|
473038|河南|南阳|
473039|河南|南阳|
473040|河南|南阳|
473041|河南|南阳|
473042|河南|南阳|
473043|河南|南阳|
473051|河南|南阳|
473052|河南|南阳|
473053|河南|南阳|
473055|河南|南阳|
473056|河南|南阳|
473057|河南|南阳|
473058|河南|南阳|
473059|河南|南阳|
473060|河南|南阳|
473061|河南|南阳|
473062|河南|南阳|
473081|河南|南阳|
473082|河南|南阳|
473083|河南|南阳|
473084|河南|南阳|
473085|河南|南阳|
473200|河南|南阳|
473211|河南|南阳|
473215|河南|南阳|
473219|河南|南阳|
473225|河南|南阳|
473229|河南|南阳|
473234|河南|方城县|
473244|河南|南阳|
473250|河南|南阳|
473254|河南|南阳|
473257|河南|南阳|
473259|河南|南阳|
473261|河南|南阳|
473264|河南|南阳|
473267|河南|南阳|
473300|河南|南阳|
473301|河南|南阳|
473302|河南|南阳|
473303|河南|南阳|
473304|河南|南阳|
473305|河南|南阳|
473306|河南|南阳|
473307|河南|南阳|
473308|河南|南阳|
473309|河南|南阳|
473310|河南|南阳|
473311|河南|南阳|
473312|河南|南阳|
473313|河南|南阳|
473314|河南|南阳|
473315|河南|南阳|
473316|河南|社旗县|
473317|河南|社旗县|
473400|河南|南阳|
473401|河南|南阳|
473402|河南|南阳|
473403|河南|南阳|
473404|河南|南阳|
473405|河南|南阳|
473406|河南|南阳|
473407|河南|南阳|
473408|河南|南阳|
473409|河南|南阳|
473410|河南|南阳|
473411|河南|南阳|
473412|河南|南阳|
473413|河南|南阳|
473414|河南|南阳|
473415|河南|南阳|
473416|河南|南阳|
473417|河南|南阳|
473418|河南|南阳|
473419|河南|南阳|
473500|河南|南阳|
473502|河南|南阳|
473511|河南|南阳|
473515|河南|南阳|
473520|河南|南阳|
473525|河南|南阳|
473530|河南|南阳|
473535|河南|南阳|
473540|河南|南阳|
473545|河南|南阳|
473550|河南|南阳|
473555|河南|南阳|
473560|河南|南阳|
473565|河南|南阳|
474150|河南|南阳|
474161|河南|南阳|
474162|河南|南阳|
474163|河南|邓州|
474164|河南|南阳|
474165|河南|南阳|
474166|河南|南阳|
474167|河南|南阳|
474168|河南|南阳|
474169|河南|南阳|
474170|河南|南阳|
474171|河南|南阳|
474172|河南|南阳|
474173|河南|南阳|
474174|河南|南阳|
474175|河南|邓州|
474176|河南|南阳|
474177|河南|南阳|
474178|河南|南阳|
474179|河南|南阳|
474180|河南|南阳|
474181|河南|南阳|
474182|河南|南阳|
474183|河南|南阳|
474184|河南|南阳|
474185|河南|南阳|
474186|河南|南阳|
474187|河南|南阳|
474250|河南|南阳|
474260|河南|镇平县|
474261|河南|南阳|
474262|河南|南阳|
474263|河南|南阳|
474264|河南|南阳|
474265|河南|南阳|
474266|河南|南阳|
474267|河南|南阳|
474268|河南|南阳|
474291|河南|镇平县|
474292|河南|南阳|
474293|河南|南阳|
474350|河南|南阳|
474360|河南|内乡县|
474361|河南|南阳|
474362|河南|南阳|
474363|河南|南阳|
474364|河南|南阳|
474365|河南|南阳|
474366|河南|南阳|
474368|河南|南阳|
474369|河南|南阳|
474370|河南|南阳|
474371|河南|南阳|
474372|河南|南阳|
474373|河南|南阳|
474374|河南|南阳|
474400|河南|淅川县|
474405|河南|南阳|
474410|河南|南阳|
474415|河南|南阳|
474420|河南|南阳|
474425|河南|南阳|
474450|河南|南阳|
474460|河南|南阳|
474465|河南|南阳|
474470|河南|南阳|
474475|河南|南阳|
474480|河南|南阳|
474485|河南|南阳|
474490|河南|南阳|
474495|河南|南阳|
474550|河南|南阳|
474561|河南|南阳|
474562|河南|南阳|
474563|河南|南阳|
474564|河南|南阳|
474565|河南|南阳|
474566|河南|南阳|
474571|河南|南阳|
474572|河南|南阳|
474573|河南|南阳|
474591|河南|南阳|
474592|河南|南阳|
474593|河南|南阳|
474594|河南|南阳|
474595|河南|南阳|
474596|河南|南阳|
474597|河南|南阳|
474598|河南|南阳|
474650|河南|南阳|
474661|河南|南阳|
474662|河南|南阳|
474663|河南|南阳|
474664|河南|南阳|
474665|河南|南阳|
474666|河南|南阳|
474667|河南|南阳|
474668|河南|南阳|
474669|河南|南阳|
474670|河南|南阳|
474671|河南|南阳|
474673|河南|南阳|
474676|河南|南阳|
474679|河南|南阳|
474700|河南|桐柏县|
474705|河南|南阳|
474710|河南|南阳|
474715|河南|南阳|
474720|河南|南阳|
474730|河南|南阳|
474735|河南|南阳|
474740|河南|桐柏县|
474750|河南|南阳|
474760|河南|桐柏县|
474765|河南|南阳|
474770|河南|桐柏县|
474775|河南|南阳|
474780|河南|南阳|
474785|河南|南阳|
474790|河南|南阳|
474795|河南|南阳|
475000|河南|开封|
475001|河南|开封|
475002|河南|开封|
475003|河南|开封|
475004|河南|开封|
475100|河南|开封|
475101|河南|开封|
475111|河南|开封|
475112|河南|开封|
475121|河南|开封|
475122|河南|开封|
475131|河南|开封|
475141|河南|开封县|
475200|河南|开封|
475201|河南|开封|
475203|河南|开封|
475204|河南|开封|
475300|河南|开封|
475301|河南|开封|
475311|河南|开封|
475312|河南|开封|
475313|河南|开封|
475314|河南|开封|
475315|河南|开封|
475316|河南|开封|
475317|河南|开封|
475318|河南|开封|
475400|河南|开封|
475411|河南|通许县|
475412|河南|通许县|
475413|河南|通许县|
475414|河南|通许县|
475415|河南|通许县|
475416|河南|通许县|
475421|河南|通许县|
475422|河南|通许县|
475423|河南|通许县|
475424|河南|通许县|
475431|河南|通许县|
475432|河南|通许县|
475433|河南|通许县|
475434|河南|通许县|
475435|河南|通许县|
475441|河南|通许县|
475442|河南|通许县|
475443|河南|通许县|
475444|河南|通许县|
475445|河南|通许县|
475500|河南|开封|
476000|河南|商丘|
